Timestamp,Gender,Date_Of_Birth,Age,Age_Group,Aptitude,Parents_Education_Encoded,Family_Lifestyle_Encoded,Math,English,Bio,Chemistry,Physics,ICT,Business,Average_Score,if_HS_Student,Study_Method,Study_Habit,English_Proficiency,IELTS_Score,Favorite_Subject,Career_Interest,Personality_Trait,Address,Study_Country,Chosen_University,Influence,Building miniatures / models,DIY projects,Debate / Public Speaking,Hackathons / App development projects,Programming / coding clubs,Science clubs,Student Council / Leadership Roles,"Volunteering at hospitals, clinics, or NGOs",DIY / Project recognition,Debate / Public Speaking awards,Hackathon / App competition prize,Model building recognition,Other (please specify),Programming / Coding award,Science fair / Olympiad prize,Student Council / Leadership role,Volunteering recognition
2025/09/28 9:19:07 PM GMT+6:30,Female,2006-09-10,19.0,15-to-20,9–10 → Exceptional aptitude,1,1.0,95.0,76.0,0.0,89.0,0.0,83.0,88.0,86.2,yes,Self-study,3–4 hours,Advanced,0.0,Science,0,INFJ,Yangon,UK,"University of Glasgow, LSE, University of Manchester ",Internal,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2025/09/28 9:42:59 PM GMT+6:30,Male,2011-06-10,14.0,10-to-15,7–8 → High aptitude,1,2.0,85.0,92.0,0.0,80.0,80.0,87.0,90.0,85.66666666666667,yes,Self-study,1–2 hours,Intermediate,0.0,Science,0,ESTP,Mandalay,Singapore,,Internal,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2025/09/28 9:46:18 PM GMT+6:30,Male,1997-01-19,28.0,20-to-30,7–8 → High aptitude,1,1.0,54.0,73.0,69.0,75.0,61.0,0.0,0.0,66.4,no,Tuition / Extra Classes,More than 4 hours,Advanced,5.5,Math,1,ISFJ,Mandalay ,UK;Canada,,Internal,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 9:46:45 PM GMT+6:30,Female,2025-09-28,17.0,15-to-20,4–6 → Medium aptitude,1,1.0,50.0,74.0,90.0,75.0,69.0,0.0,0.0,71.6,no,Tuition / Extra Classes,2–3 hours,Intermediate,0.0,English,2,ESFJ,Mandalay,UK,,Internal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025/09/28 9:52:39 PM GMT+6:30,Female,1995-08-29,30.0,20-to-30,0–3 → Low aptitude,1,2.0,79.0,60.0,58.0,56.0,57.0,0.0,0.0,62.0,no,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Math,1,ESFJ,Mandalay,Singapore,I'm not sure.,Internal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/28 9:52:57 PM GMT+6:30,Male,2008-10-10,17.0,15-to-20,7–8 → High aptitude,1,0.0,86.0,98.0,80.0,86.0,79.0,0.0,0.0,85.8,yes,Self-study,3–4 hours,Intermediate,0.0,English,1,ENFJ,No.5 Basic Education High school Chan Aye Thar Zan Township Mandalay ,USA,,Internal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 9:54:30 PM GMT+6:30,Female,2004-09-23,21.0,20-to-30,9–10 → Exceptional aptitude,1,1.0,96.0,63.0,0.0,93.0,91.0,92.0,0.0,87.0,no,Self-study,1–2 hours,Intermediate,0.0,Math,1,INFJ,Pakokku,Canada;Singapore,,Internal,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2025/09/28 10:01:50 PM GMT+6:30,Female,2008-07-15,17.0,15-to-20,9–10 → Exceptional aptitude,1,1.0,97.0,90.0,0.0,86.0,84.0,82.0,80.0,86.5,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Math,3,ISTJ,Mandalay,UK,UCL (university collage london),Internal,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2025/09/28 10:13:23 PM GMT+6:30,Female,2025-09-14,17.0,15-to-20,4–6 → Medium aptitude,0,0.0,64.0,42.0,0.0,43.0,57.0,0.0,0.0,51.5,no,Self-study,1–2 hours,Beginner,0.0,English,0,ENTJ,Mandalar University ,USA;Singapore;Thailand,Want to attend ,External,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 10:24:24 PM GMT+6:30,Female,2007-02-15,18.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,82.0,78.0,81.5,80.0,78.0,80.0,0.0,79.91666666666667,no,Self-study,3–4 hours,Intermediate,0.0,Science,2,ISFJ,Yangon,UK,Manchester university,External,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025/09/28 10:34:36 PM GMT+6:30,Female,2008-05-28,17.0,15-to-20,7–8 → High aptitude,1,2.0,92.0,80.0,89.0,91.0,93.0,90.0,0.0,89.16666666666667,no,Self-study,2–3 hours,Advanced,0.0,English,2,ENFP,Yangon,UK,,Internal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2025/09/28 10:37:41 PM GMT+6:30,Female,2005-08-07,20.0,15-to-20,4–6 → Medium aptitude,1,1.0,88.0,90.0,60.0,85.0,78.0,67.0,50.0,74.0,no,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,English,2,ISFP,Yangon ,USA;Canada;Singapore,NUS ,Internal,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2025/09/28 10:41:27 PM GMT+6:30,Male,2006-06-15,19.0,15-to-20,7–8 → High aptitude,1,2.0,90.0,80.0,0.0,0.0,70.0,80.0,0.0,80.0,no,Group study,2–3 hours,Intermediate,5.5,ICT,1,INFP,Yangon,UK;USA;Canada;Singapore,,Internal,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2025/09/28 10:44:07 PM GMT+6:30,Male,2025-09-28,17.0,15-to-20,7–8 → High aptitude,0,1.0,68.0,63.0,94.0,88.0,82.0,0.0,0.0,79.0,no,Self-study,More than 4 hours,Intermediate,4.5,ICT,2,ISFJ,mandalay,USA,oxford,Internal,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025/09/28 10:59:19 PM GMT+6:30,Female,2007-06-15,18.0,15-to-20,4–6 → Medium aptitude,0,2.0,56.0,54.0,55.0,41.0,40.0,50.0,50.0,49.42857142857143,no,Self-study,More than 4 hours,Beginner,0.0,Math,2,INFP,I have attended Tet Nay Lin,Thailand,,External,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 11:04:51 PM GMT+6:30,Male,2009-09-22,16.0,15-to-20,7–8 → High aptitude,1,1.0,89.0,80.0,0.0,0.0,0.0,0.0,0.0,84.5,yes,Self-study,1–2 hours,Intermediate,7.0,Math,1,INFJ,private online school ,UK;Singapore;Thailand,haven't decide ,External,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 11:14:37 PM GMT+6:30,Female,2009-11-18,16.0,15-to-20,7–8 → High aptitude,1,2.0,86.0,82.0,76.0,85.0,78.0,84.0,0.0,81.83333333333333,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Science,2,INFP,Mandalay,Singapore,,External,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/28 11:56:07 PM GMT+6:30,Female,2007-09-23,18.0,15-to-20,4–6 → Medium aptitude,1,2.0,83.0,70.0,0.0,0.0,0.0,75.0,90.0,79.5,no,Self-study,3–4 hours,Intermediate,7.0,Math,0,ENFP,Yangon,Canada,Seneca College,Internal,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2025/09/29 12:13:54 AM GMT+6:30,Female,2008-06-19,17.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,94.0,81.0,95.0,94.0,93.0,83.0,0.0,90.0,yes,Self-study,More than 4 hours,Advanced,0.0,Science,2,ISFJ,Yangon,UK;Singapore,,Internal,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025/09/29 5:19:31 AM GMT+6:30,Female,2003-03-01,22.0,20-to-30,9–10 → Exceptional aptitude,1,2.0,97.0,95.0,97.0,94.0,0.0,0.0,0.0,95.75,no,Self-study,1–2 hours,Advanced,0.0,Science,2,ESTJ,Mandalay,USA,university of Hawaii at manoa,Internal,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 8:36:29 AM GMT+6:30,Female,2006-05-08,19.0,15-to-20,4–6 → Medium aptitude,1,1.0,97.0,80.0,0.0,96.0,94.0,70.0,0.0,87.4,no,Self-study,1–2 hours,Intermediate,0.0,Science,3,ISTP,Magway,UK;USA;Canada,,Internal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/29 10:23:09 AM GMT+6:30,Male,2010-05-25,15.0,10-to-15,7–8 → High aptitude,1,1.0,84.0,90.0,86.0,84.0,98.0,0.0,0.0,88.4,yes,Self-study,1–2 hours,Intermediate,0.0,Math,2,INTJ,Mandalay ,USA,,External,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:30:40 AM GMT+6:30,Male,2005-10-11,20.0,15-to-20,4–6 → Medium aptitude,1,2.0,68.0,82.0,0.0,43.0,56.0,0.0,0.0,62.25,yes,Tuition / Extra Classes,More than 4 hours,Intermediate,0.0,ICT,1,ENTJ,Monywa,Thailand,I want to attend,External,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:33:00 AM GMT+6:30,Male,2010-02-06,15.0,10-to-15,9–10 → Exceptional aptitude,1,2.0,95.0,85.0,90.0,80.0,85.0,97.0,0.0,88.66666666666667,yes,Self-study,Less than 1 hour,Advanced,0.0,English,1,INTJ,Mandalay,UK;Singapore,Oxford,Internal,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2025/09/29 10:37:51 AM GMT+6:30,Male,2009-02-27,16.0,15-to-20,4–6 → Medium aptitude,0,2.0,91.0,43.0,88.0,30.0,75.0,65.0,0.0,65.33333333333333,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Math,3,ENTJ,Mandalay,Singapore,,Internal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:38:34 AM GMT+6:30,Female,2006-09-14,19.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,34.0,78.0,0.0,0.0,78.0,30.0,0.0,55.0,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Physics,1,ISTP,Mandalay,UK,INTO MANCHESTER ,Internal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025/09/29 10:38:38 AM GMT+6:30,Male,2009-05-07,16.0,15-to-20,9–10 → Exceptional aptitude,1,1.0,85.0,70.0,0.0,0.0,76.0,76.0,0.0,76.75,yes,Tuition / Extra Classes,2–3 hours,Beginner,0.0,ICT,3,ENTP,Mandalay,Singapore,,External,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:38:54 AM GMT+6:30,Female,2008-04-11,17.0,15-to-20,7–8 → High aptitude,1,1.0,76.0,92.0,90.0,68.0,80.0,86.0,0.0,82.0,yes,Self-study,2–3 hours,Intermediate,0.0,English,2,ISFP,GIC,Canada,University of Toronto ,External,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2025/09/29 10:40:31 AM GMT+6:30,Female,2008-09-22,17.0,15-to-20,4–6 → Medium aptitude,1,0.0,96.0,70.0,0.0,0.0,98.0,99.0,0.0,90.75,yes,Self-study,2–3 hours,Beginner,0.0,ICT,1,ISTJ,Mandalay,UK;USA;Canada,,Internal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025/09/29 10:40:39 AM GMT+6:30,Female,2009-04-10,16.0,15-to-20,7–8 → High aptitude,1,1.0,90.0,85.0,90.0,85.0,95.0,85.0,75.0,86.42857142857143,yes,Self-study,1–2 hours,Intermediate,0.0,Science,2,INTJ,Pyin Oo Lwin,Canada,Sapienza,External,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025/09/29 10:41:50 AM GMT+6:30,Male,2008-02-12,17.0,15-to-20,0–3 → Low aptitude,0,2.0,56.0,65.0,0.0,0.0,0.0,86.0,0.0,69.0,no,Self-study,Less than 1 hour,Beginner,0.0,English,1,ESTJ,Yangon,UK,,Internal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/09/29 10:42:20 AM GMT+6:30,Female,2008-05-10,17.0,15-to-20,4–6 → Medium aptitude,1,2.0,72.0,85.0,96.0,91.0,82.0,100.0,70.0,85.14285714285714,no,Tuition / Extra Classes,More than 4 hours,Intermediate,0.0,Business,0,INFJ,Mandalay ,Singapore,nanyang technological university,Internal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/29 10:43:10 AM GMT+6:30,Female,2008-10-10,17.0,15-to-20,4–6 → Medium aptitude,1,1.0,90.0,90.0,0.0,0.0,80.0,90.0,0.0,87.5,yes,Tuition / Extra Classes,2–3 hours,Advanced,0.0,Math,1,ISFJ,Mandalay,Singapore,,External,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025/09/29 10:43:40 AM GMT+6:30,Female,2008-03-18,17.0,15-to-20,7–8 → High aptitude,1,1.0,55.0,95.0,90.0,95.0,90.0,80.0,80.0,83.57142857142857,yes,Self-study,1–2 hours,Intermediate,0.0,English,1,ENTP,Mandalay,UK;USA;Canada,,External,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:44:23 AM GMT+6:30,Female,2007-10-12,18.0,15-to-20,7–8 → High aptitude,1,1.0,82.0,83.0,0.0,0.0,0.0,38.0,0.0,67.66666666666667,yes,Tuition / Extra Classes,Less than 1 hour,Intermediate,0.0,English,0,INTP,Mandalay,UK,have not researched ,Internal,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/29 10:44:34 AM GMT+6:30,Female,2025-09-29,17.0,15-to-20,7–8 → High aptitude,1,2.0,78.0,83.0,0.0,0.0,72.5,69.0,0.0,75.625,no,Self-study,2–3 hours,Advanced,0.0,English,1,ENTP,Mandalay ,Canada,University of Alberta,Internal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025/09/29 10:44:36 AM GMT+6:30,Male,2009-12-02,16.0,15-to-20,7–8 → High aptitude,1,1.0,77.0,89.0,90.0,65.0,86.0,87.0,0.0,82.33333333333333,no,Self-study,1–2 hours,Advanced,0.0,ICT,2,ISTJ,Mandalay,Singapore,,Internal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:45:54 AM GMT+6:30,Female,2009-10-16,16.0,15-to-20,7–8 → High aptitude,1,1.0,70.0,60.0,0.0,0.0,0.0,60.0,80.0,67.5,yes,Self-study,1–2 hours,Intermediate,0.0,Math,0,ISTJ,Monywa,Singapore,,Internal,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025/09/29 10:47:23 AM GMT+6:30,Male,2009-02-27,16.0,15-to-20,4–6 → Medium aptitude,0,2.0,88.0,44.5,0.0,45.0,76.0,70.0,0.0,64.7,yes,Group study,1–2 hours,Beginner,0.0,Math,3,ENTJ,mandalay,Canada,,Internal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:51:15 AM GMT+6:30,Male,2007-08-03,18.0,15-to-20,4–6 → Medium aptitude,0,2.0,60.0,80.0,0.0,50.0,40.0,60.0,45.0,55.833333333333336,yes,Tuition / Extra Classes,More than 4 hours,Intermediate,0.0,English,0,ISFJ,Mandalay,USA,Harvard,External,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 10:52:02 AM GMT+6:30,Female,2009-07-23,16.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,75.0,80.0,0.0,70.0,75.0,65.0,0.0,73.0,yes,Tuition / Extra Classes,2–3 hours,Intermediate,0.0,Math,0,ISFP,Mandalay,Singapore,SIM,External,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2025/09/29 10:52:48 AM GMT+6:30,Female,2007-03-14,18.0,15-to-20,9–10 → Exceptional aptitude,0,2.0,85.0,45.0,83.0,95.0,89.0,85.0,0.0,80.33333333333333,yes,Self-study,2–3 hours,Intermediate,0.0,Math,3,ISTJ,Mandalay,Singapore,poly,Internal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 11:11:05 AM GMT+6:30,Male,2008-01-10,17.0,15-to-20,7–8 → High aptitude,0,0.0,95.0,70.0,0.0,80.0,82.0,0.0,73.0,80.0,yes,Self-study,2–3 hours,Intermediate,0.0,Math,3,ISFJ,Yangon,USA,,External,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2025/09/29 12:09:45 PM GMT+6:30,Female,2008-03-16,17.0,15-to-20,4–6 → Medium aptitude,1,2.0,60.0,65.0,0.0,0.0,70.0,70.0,0.0,66.25,yes,Self-study,2–3 hours,Intermediate,0.0,Math,1,ISFJ,Mandalay,Canada,,External,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 1:54:02 PM GMT+6:30,Female,1990-03-20,17.0,15-to-20,4–6 → Medium aptitude,1,2.0,56.0,62.0,0.0,74.0,78.0,0.0,82.0,70.4,no,Self-study,2–3 hours,Advanced,0.0,Business,0,INTP,Mandalay ,Singapore,NUS,External,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2025/09/29 2:00:43 PM GMT+6:30,Female,2007-06-19,18.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,95.0,64.0,0.0,0.0,92.0,91.0,90.0,86.4,no,Self-study,More than 4 hours,Intermediate,0.0,Physics,3,ISTP,Online,Singapore,Singapore Polytechnic ,External,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025/09/29 2:03:12 PM GMT+6:30,Male,2003-07-11,22.0,20-to-30,4–6 → Medium aptitude,1,2.0,95.0,95.0,90.0,90.0,93.0,95.0,93.0,93.0,no,Self-study,1–2 hours,Advanced,0.0,Science,0,INFP,Mandalay,USA,,Internal,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/29 2:13:30 PM GMT+6:30,Female,2004-05-05,21.0,20-to-30,7–8 → High aptitude,1,2.0,70.0,72.0,90.0,90.0,70.0,68.0,70.0,75.71428571428571,no,Tuition / Extra Classes,2–3 hours,Beginner,0.0,Chemistry,2,ISFP,Mandalay,Canada;Thailand,"McGill University,Chulalongkorn University",Internal,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025/09/29 3:01:42 PM GMT+6:30,Male,2008-01-28,17.0,15-to-20,4–6 → Medium aptitude,1,2.0,93.0,90.0,90.0,94.0,98.0,0.0,0.0,93.0,no,Self-study,3–4 hours,Advanced,0.0,Chemistry,2,INTJ,Mandalay,UK,,Internal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025/09/29 3:42:59 PM GMT+6:30,Female,2007-01-07,18.0,15-to-20,9–10 → Exceptional aptitude,0,2.0,78.0,94.0,0.0,0.0,0.0,0.0,0.0,86.0,yes,Self-study,More than 4 hours,Beginner,0.0,English,1,ISFJ,Mandalay ,UK;USA,parsons school of design,Internal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/29 5:35:05 PM GMT+6:30,Female,1999-10-21,26.0,20-to-30,7–8 → High aptitude,0,1.0,50.0,42.0,0.0,42.0,43.0,0.0,0.0,44.25,no,Self-study,2–3 hours,Intermediate,0.0,English,0,INFJ,Mandalay ,Canada,,Internal,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/29 5:50:02 PM GMT+6:30,Female,2005-06-03,20.0,15-to-20,9–10 → Exceptional aptitude,1,1.0,80.0,75.0,90.0,90.0,90.0,0.0,0.0,85.0,no,Self-study,2–3 hours,Intermediate,0.0,English,2,ISTJ,Mandalay ,Thailand,I really want to get scholar with acupuncture to china.,External,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2025/09/29 7:24:10 PM GMT+6:30,Female,2002-06-29,23.0,20-to-30,7–8 → High aptitude,0,1.0,80.0,61.0,89.0,80.0,66.0,0.0,0.0,75.2,no,Self-study,2–3 hours,Beginner,0.0,English,2,ISTJ,Hteegyaint ,Thailand,No,External,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025/09/29 8:21:30 PM GMT+6:30,Male,2007-03-25,18.0,15-to-20,4–6 → Medium aptitude,1,2.0,83.0,88.0,0.0,0.0,89.0,89.0,0.0,87.25,no,Self-study,2–3 hours,Intermediate,0.0,Math,1,INFJ,Mandalay,Singapore,Attending Republic Poly now and would love to attend Either NTU or NUS from Singapore,Internal,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2025/09/29 9:02:34 PM GMT+6:30,Male,2006-03-03,19.0,15-to-20,7–8 → High aptitude,0,1.0,89.0,62.0,54.0,68.0,72.0,92.0,71.0,72.57142857142857,no,Tuition / Extra Classes,2–3 hours,Beginner,0.0,Math,1,ENTJ,AGTI (KyauKsae),Canada,Toronto University ,Internal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2025/09/29 10:17:22 PM GMT+6:30,Female,2003-08-22,22.0,20-to-30,4–6 → Medium aptitude,1,1.0,68.0,68.0,44.0,72.0,66.0,81.0,66.0,66.42857142857143,no,Self-study,2–3 hours,Intermediate,5.0,English,0,INFJ,Mandalay,UK,Uclan,Internal,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025/09/29 10:28:50 PM GMT+6:30,Female,2009-03-09,16.0,15-to-20,4–6 → Medium aptitude,1,2.0,60.0,80.0,89.0,0.0,0.0,80.0,70.0,75.8,yes,Self-study,Less than 1 hour,Intermediate,0.0,Business,0,ISFJ,Mdy,UK;Canada,,External,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025/09/29 10:30:36 PM GMT+6:30,Female,2003-06-04,22.0,20-to-30,4–6 → Medium aptitude,1,1.0,50.0,60.0,0.0,60.0,68.0,0.0,70.0,61.6,no,Tuition / Extra Classes,More than 4 hours,Intermediate,0.0,English,0,ISFJ,"No1 Basic Education High School, Sagaing",Thailand,DPU,External,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2025/09/29 11:51:32 PM GMT+6:30,Male,2007-08-21,18.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,83.0,60.0,0.0,0.0,75.0,73.0,0.0,72.75,no,Tuition / Extra Classes,3–4 hours,Intermediate,6.5,Math,3,INTP,Chaing Mai,Thailand,Chulalongkorn University,Internal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/30 12:56:55 AM GMT+6:30,Female,2006-08-20,19.0,15-to-20,4–6 → Medium aptitude,1,1.0,80.0,50.0,0.0,75.0,70.0,80.0,0.0,71.0,no,Self-study,1–2 hours,Intermediate,0.0,Math,3,ISFP,Mandalay ,USA;Canada,,Internal,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/30 7:01:39 AM GMT+6:30,Male,2000-02-17,25.0,20-to-30,9–10 → Exceptional aptitude,0,1.0,85.0,79.0,97.0,93.0,70.0,0.0,0.0,84.8,no,Self-study,Less than 1 hour,Intermediate,6.0,ICT,1,ESTJ,Mahlaing,UK;Canada,"UK Wolver, Now, attending BSc for CS at Wolver",Internal,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2025/09/30 7:57:05 AM GMT+6:30,Female,2008-03-09,17.0,15-to-20,9–10 → Exceptional aptitude,1,1.0,89.0,81.0,0.0,93.0,92.0,91.0,0.0,89.2,no,Self-study,3–4 hours,Advanced,0.0,Physics,3,ISFP,Mandalay ,Singapore,,Internal,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2025/09/30 1:17:05 PM GMT+6:30,Male,2009-03-30,16.0,15-to-20,4–6 → Medium aptitude,0,1.0,70.0,60.0,0.0,0.0,0.0,65.0,87.0,70.5,yes,Self-study,1–2 hours,Intermediate,6.0,Business,0,INFP,Mdy,UK,New castle ,External,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/30 1:19:22 PM GMT+6:30,Female,2006-12-27,19.0,15-to-20,7–8 → High aptitude,1,2.0,98.0,63.0,0.0,89.0,92.0,100.0,0.0,88.4,yes,Self-study,More than 4 hours,Intermediate,0.0,Physics,3,ESFJ,Pakokku,Canada,Toronto ,Internal,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2025/09/30 1:22:42 PM GMT+6:30,Female,2008-04-07,17.0,15-to-20,4–6 → Medium aptitude,1,1.0,40.0,80.0,0.0,0.0,49.0,50.0,0.0,54.75,yes,Tuition / Extra Classes,2–3 hours,Intermediate,0.0,English,1,INTP,Mandalay,Singapore,,Internal,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2025/09/30 1:22:50 PM GMT+6:30,Male,2009-11-12,16.0,15-to-20,7–8 → High aptitude,1,1.0,50.0,80.0,80.0,90.0,60.0,60.0,0.0,70.0,yes,Group study,Less than 1 hour,Advanced,0.0,Chemistry,2,ENFP,Mandalay,UK,Oxford University,Internal,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2025/09/30 1:23:09 PM GMT+6:30,Female,2009-04-19,16.0,15-to-20,7–8 → High aptitude,1,2.0,40.0,95.0,50.0,80.0,50.0,50.0,0.0,60.833333333333336,yes,Tuition / Extra Classes,1–2 hours,Advanced,0.0,English,2,ENFP,Mandalay,UK,king's college london,External,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2025/09/30 1:23:38 PM GMT+6:30,Female,2009-06-25,16.0,15-to-20,7–8 → High aptitude,1,2.0,95.0,79.0,0.0,87.0,92.0,78.0,0.0,86.2,yes,Self-study,3–4 hours,Intermediate,0.0,Math,3,ISTP,Mandalay,Canada,NTU,Internal,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025/09/30 1:23:55 PM GMT+6:30,Male,2009-11-11,16.0,15-to-20,4–6 → Medium aptitude,1,1.0,60.0,72.0,66.0,81.0,64.0,71.0,0.0,69.0,yes,Tuition / Extra Classes,1–2 hours,Intermediate,0.0,Physics,2,ESFP,Mandalay,UK,,Internal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2025/09/30 1:27:26 PM GMT+6:30,Male,2008-09-01,17.0,15-to-20,7–8 → High aptitude,1,1.0,80.0,80.0,0.0,75.0,75.0,75.0,0.0,77.0,yes,Tuition / Extra Classes,3–4 hours,Advanced,0.0,Physics,3,INFP,Mandalay,UK,Oxford,Internal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025/09/30 1:29:19 PM GMT+6:30,Female,2009-05-07,16.0,15-to-20,9–10 → Exceptional aptitude,1,2.0,80.0,98.0,0.0,90.0,78.0,80.0,0.0,85.2,yes,Self-study,2–3 hours,Advanced,0.0,English,3,ENFJ,Mandalay,Singapore,NUS,Internal,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025/09/30 1:34:17 PM GMT+6:30,Female,2007-08-03,18.0,15-to-20,4–6 → Medium aptitude,1,1.0,85.0,79.0,0.0,93.0,90.0,59.0,0.0,81.2,yes,Self-study,1–2 hours,Intermediate,0.0,Chemistry,3,INFJ,Mandalay,Canada,Haven’t choose yet,Internal,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025/09/30 1:40:58 PM GMT+6:30,Female,2007-08-01,18.0,15-to-20,7–8 → High aptitude,0,2.0,73.0,72.0,92.0,78.0,67.0,80.0,79.0,77.28571428571429,yes,Self-study,Less than 1 hour,Advanced,0.0,Science,2,ENTJ,"60th street, between 40×41",UK;USA,,External,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
